ID,HOSPITALID,HOSPITALNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,PHONE
248,248,DEACTIVATED  Urgent Care Now of Lanoka Harbor,539 Highway 9,,Lanoka Harbor,NJ,08734,Visits cannot be scheduled online right now.
249,249,Bucktown - Wicker Park,1702 North Milwaukee Ave,,Chicago,IL,60647,773-770-4056
250,250,Precision Urgent Care (DEACTIVATED),"3010 E Hwy 190, Suite 254",,Copperas Cove,TX,76522,Visits cannot be scheduled online right now.
251,251,DEACTIVATED Havertown,1305 West Chester Pike,,Havertown,PA,19083,Visits cannot be scheduled online right now.
252,252,DEACTIVATED Springfield,103 Baltimore Pike,,Springfield,PA,19064,Visits cannot be scheduled online right now.
253,253,DEACTIVATED Abington,1468 Old York Rd,,Abington,PA,19001,Visits cannot be scheduled online right now.
254,254,DEACTIVATED Ridley,213 Morton Ave,,Folsom,PA,19033,Visits cannot be scheduled online right now.
255,255,Henry Ford Walk In Clinic - Fairlane,19401 Hubbard Drive,,Dearborn,MI,48126,313-982-4400
256,256,Wake Outpatient Radiology Sandbox,123 Oak St,,Atlanta,GA,30305,Visits cannot be scheduled online right now.
257,257,DEACTIVATED Urgent Care for Kids,1640 Lake Woodlands Drive,,,,,Visits cannot be scheduled online right now.
258,258,Doctors Care - Georgetown,1068 North Fraser St.,,Georgetown,SC,29440,843-545-7200
259,259,Doctors Care - Carolina Forest,200 Middleburg Drive,,Myrtle Beach,SC,29579,843-903-6650
260,260,Doctors Care - Conway 501,1113 Church Street,,Conway,SC,29526,843-248-6269
261,261,Humble ,20440 Highway 59,Suite 500,Humble,TX,77338,832-602-4040
262,262,DEACTIVATED ASAP Urgent Care - Hamden,2165 Dixwell Ave,,Hamden,CT,06514,Visits cannot be scheduled online right now.
263,263,DEACTIVATED ASAP Urgent Care - Madison,146 Samson Rock Dr,,Madison,CT,06443,Visits cannot be scheduled online right now.
264,264,DEACTIVATED Dead - ASAP Urgent Care - Milford,199 Cherry St,,Milford,CT,06460,Visits cannot be scheduled online right now.
265,265,DEACTIVATED ASAP Urgent Care - North Haven,79 Washington Ave,,North Haven,CT,06473,Visits cannot be scheduled online right now.
266,266,DEACTIVATED Doctors Care - Telemedicine,Telemedicine,,,,,Visits cannot be scheduled online right now.
267,267,Physicians Now,15215 Shady Grove Road,Suite 100,Rockville,MD,20850,301-519-0902
268,268,Orphan Record Hospital,N/A,,Atlanta,GA,30306,678-665-7826
269,269,Northglenn,1050 W. 104th Ave,,Northglenn,CO,80234,303-659-9700
270,270,DEACTIVATED West Portal,199 W. Portal Ave,,San Francisco,CA,94127,Visits cannot be scheduled online right now.
271,271,DEACTIVATED Market Street,1600 Market St.,,San Francisco,CA,94102,Market Street has no XRAY today.
272,272,Doctors Care - Sandbox,1068 North Fraser St.,,Georgetown,SC,29440,843-545-7200
273,273,Velocity Urgent Care - Gloucester,"5659 Parkway Drive, Suite 100",,Gloucester,VA,23061,804-381-4361
274,274,Velocity Urgent Care - J Clyde,747 J. Clyde Morris Blvd.,,Newport News,VA,23601,757-772-6121
275,275,Velocity Urgent Care - Little Creek,1326 E. Little Creek Road,,Norfolk,VA,23518,757-772-6122
276,276,Velocity Urgent Care - Chimney Hill,3745 Holland Road,,Virginia Beach,VA,23452,757-772-6118
277,277,Velocity Urgent Care - Little Neck,2859 Virginia Beach Blvd,,Virginia Beach,VA,23452,757-772-6123
278,278,Velocity Urgent Care - St. Lukes,20209 Sentara Way Carrollton,Suite 100,Carrollton,VA,23314,757-772-6125
279,279,DEACTIVATED Round Rock,16560 N. RM. 620 Rd Suite 108,,Round Rock,TX,78681,Visits cannot be scheduled online right now.
280,280,"DEACTIVATED Colleyville - Won't be used, Demo",5611 Colleyville Blvd,,Colleyville,TX,76034,Visits cannot be scheduled online right now.
281,281,DEACTIVATED Keller,940 Keller Parkway,,Keller,TX,76248,Visits cannot be scheduled online right now.
282,282,DEACTIVATED McKinney,6171 Virginia Pkwy,,McKinney,TX,75071,Visits cannot be scheduled online right now.
283,283,Katy (DEACTIVATED),23730 Westheimer Pkwy,,Katy,TX,77494,Visits cannot be scheduled online right now.
284,284,DEACTIVATED Spring,24230 Kuykendahl Rd Suite 210,,Spring,TX,77389,Visits cannot be scheduled online right now.
285,285,DEACTIVATED West University,5215 Kirby Dr,,Houston,TX,77098,Visits cannot be scheduled online right now.
286,286,DEACTIVATED The Woodlands,1640 Lake Woodlands Dr,,The Woodlands,TX,77380,Visits cannot be scheduled online right now.
287,287,Campbell County Demo,501 S. Burma Ave.,,Gillette,WY,82716,307-688-9255
288,288,Michael Burke,3423 Piedmont Rd. NE,Suite 355,Atlanta,GA,30305,404-271-8652
289,289,DEACTIVATED Henry Ford Macomb - Outpatient Testing,15855 19 Mile Road,#110,Clinton Township,MI,48038,Visits cannot be scheduled online right now.
290,290,Convenient Care,700 S. Dewey St.,,Greenville,IL,62246,618-664-9390
291,291,Demo Clinic,3423 Piedmont Rd NE,,Atlanta,GA,30305,
292,292,Doctors Care - Standard Workflow Sandbox,N/A,,Greenville,SC,29601,404-210-3264
293,293,Clockwise.MD Documentation Hospital,Do Not Change This,,City,GA,90210,Visits cannot be scheduled online right now.
294,294,Default,100 Piedmont Rd,,,,,800-729-1363
295,295,Woodbridge Walk-In,"4950 Barranca Pkwy, Suite 104",,Irvine,CA,92604,949-265-0442
296,296,,,,,,,
297,297,Marque DEMO (telemed),N/A,,,,,404-210-3264
298,298,Lincoln &amp; Peterson,5961 N Lincoln Ave,,Chicago,IL,60659,312-702-3923
299,299,Edgewater,6140 North Broadway,,Chicago,IL,60660,773-435-9028
300,300,Six Corners,4211 N Cicero Ave,,Chicago,IL,60641,773-794-1000
301,301,DEACTIVATED Grace Family Health &amp; Murrieta Express Care,"MURRIETA:  24910 Las Brisas Rd,  *Primary Care/ Sports Med Clinic- in #105  -- *Urgent Care in #116; Murrieta, CA  92562  ","MENIFEE Office:  29826 Haun Rd.  #209, Menifee, CA 92586 ",,,,"At Murrieta Express Care Walk-In Urgent Care (Murrieta location suite 116), NO APPOINTMENT NEEDED, COME ON IN WHILE WE ARE OPEN!  OPEN HOURS:  Monday - Friday 8:00 AM to 5:00 PM SATURDAY 8:30 AM to 4:00 PM  CLOSED SUNDAYS and 6 major HOLIDAYS. "
302,302,Elitecare - League City,2530 Gulf Fwy,,League City,TX,77573,281-337-7500
303,303,Wellstreet - McDonough (DEACTIVATED),101 Regency Park Drive,,McDonough,GA,30253,404-996-0126
304,304,Bosch with MEDcare,8720 Dorchester Road,,North Charleston,SC,29420,843-552-3629
305,305,Not In Use - Santa Cruz,615 Ocean St,,Santa Cruz,CA,95060,831-425-7991
306,306,AFC Urgent Care (NJ) - Lyndhurst,560 New York Ave,,Lyndhurst,NJ,07071,201-494-2516
307,307,Clockwise.MD Training Clinic,3423 Piedmont Rd. NE,,Atlanta,GA,30305,404-210-3264
308,308,DEACTIVATED Sterling Urgent Care - Idaho Falls,740 S Woodruff Ave,,Idaho Falls,ID,83404,Visits cannot be scheduled online right now.
309,309,Niles,8630 W Golf Rd,,Niles,IL,60714,847-299-0009
310,310,South Loop,811 South State St.,,Chicago,IL,60605,312-566-9510
311,311,Valley Medical Center,2315 8th St,,Lewiston,ID,83501,Visits cannot be scheduled online right now.
312,312,FastMed Telemedicine Demo,890 W. Elliot Rd. Suite 103,,Gilbert,AZ,85233,480-545-2787
313,313,Highland,10343 Indianapolis Blvd,,Highland,IN,46322,219-513-4258
314,314,Elgin,2490 Bushwood Dr,,Elgin,IL,60124,224-293-5200
315,315,Orland Park,9570 West 159th St,,Orland Park,IL,60467,708-675-7070
316,316,West Loop,600 W Adams St,,Chicago,IL,60661,312-506-0900
317,317,DEACTIVATED AFC Urgent Care - Wichita," 3161 N. Rock Rd, Suite A ",,Wichita,KS,67226,Visits cannot be scheduled online right now.
318,318,Phillip Demo,3423 Piedmont Rd NE,,Atlanta,GA,30305,800-729-1363
319,319,King Demo,3423 Piedmont Rd NE,,Atlanta,GA,30305,800-729-1363
320,320,DEACTIVATED Demo - Kaweah Delta Urgent Care,1633 S. Court St.,,Visalia,CA,93279,Visits cannot be scheduled online right now.
321,321,Demo - Ben Maddox,"1110 S Ben Maddox Way, Suite B",,Visalia,CA,93292,559-624-4800
322,322,Demo - Akers,820 S. Akers Suite 100,(in the Sequoia Medical Center),Visalia,CA,93277,559-624-6800
323,323,AFC Urgent Care Waltham,1030 Main Street,,Waltham,MA,02451,781-894-6900
324,324,AFC Urgent Care Burlington,90 Middlesex Turnpike,,Burlington,MA,01803,781-270-4700
325,325,DEACTIVATED American Medical Group- Hobbs,2410 N. Fowler Street,,Hobbs,NM,88240,Visits cannot be scheduled online right now.
326,326,Baycare Mobile Care - Raymond James,777 7th Ave. N.,,Tampa,FL,33629,777-777-7777
327,327,Hometown Urgent Care- Hilliard,5677 Scioto Darby Road Suite 200,,Hilliard,OH,43026,614-921-0648
328,328,DEACTIVATED American Medical Group - Carlsbad,2402 W Pierce St #6A,,Carlsbad,NM,88220,Visits cannot be scheduled online right now.
329,329, American Medical Group - Permian (DEACTIVATED),4519 N. Garfield Street ,,Midland,TX,79705,432-687-6870
330,330,Sentara Demo,20209 Sentara Way,Suite 108,Carrollton,VA,23314,757-542-1200
331,331,Metro Immediate and Primary Care - Cleveland Park,"2902 Porter Street, NW",,Washington,DC,20008,202-525-5287
332,332,Metro Immediate and Primary Care - Capitol Hill/Noma,220 L St NE ,,Washington,DC,20002,202-544-7580
333,333,Metro Immediate and Primary Care - Silver Spring,8484 Georgia Ave Ste 100,,Silver Spring,MD,20910,301-755-6655
334,334,Wake Forest Baptist Health - Health and Wellness,5630 University Parkway,,Winston Salem,NC,27105,336-713-5203
335,335,DEACTIVATED FastMed Aberdeen,1800 North Sandhills Boulevard,,Aberdeen,NC,28315,Visits cannot be scheduled online right now.
336,336,DEACTIVATED DEMO - Millennium Englewood,"190 W. Dearborn Street,",,Englewood,FL,34223,Visits cannot be scheduled online right now.
337,337,DEACTIVATED QRX DRUC New Reg Form DEMO,NA,NA,,,,Visits cannot be scheduled online right now.
338,338,Northwestern Urgent Care - Georgia,927 Ethan Allen Highway / Route 7,Suite 2,Georgia ,VT,05468,802-524-8911
339,339,Sheridan Memorial Hospital,1401 W 5th St,,Sheridan,WY,82801,307-675-5850
340,340,DEACTIVATED Family Care Center,1610 S. Jefferson,,Mount Pleasant,TX,75455,Visits cannot be scheduled online right now.
341,341,FastMed Valencia,1895 W Valencia Rd. Ste 101 ,,Tucson,AZ,85746,520-576-5104
342,342,FastMed Signal Butte,1955 S. Signal Butte Rd. #103,,Mesa,AZ,85209,480-214-4466
343,343,FastMed Mesa-Val Vista,415 N. Val Vista Dr. #101,,Mesa,AZ,85213,480-654-5661
344,344,FastMed Shea,4902 E Shea Blvd Ste 101,,Scottsdale,AZ,85254,480-214-4468
345,345,FastMed Buckeye,9870 W Lower Buckeye Rd. 170,,Tolleson,AZ,85353,623-215-0189
346,346,DEACTIVATED Huebner,16755 Huebner Rd,,San Antonio,TX,78248,Visits cannot be scheduled online right now.
347,347,DEACTIVATED Stone Oak,22906 US Hwy. 281,Ste 108,San Antonio,TX,78258,Visits cannot be scheduled online right now.
348,348,DEACTIVATED Terrell Plaza,1211 Austin Hwy,Ste 110,San Antonio,TX,78209,Visits cannot be scheduled online right now.
349,349,DEACTIVATED Woodlake,7110 Farm to Market 78,#110,San Antonio,TX,78244,Visits cannot be scheduled online right now.
350,350,BetterMed Harbour Pointe,6100 Harbourside Centre Loop,,Midlothian,VA,23112,804-639-7555
351,351,BetterMed Puddledock,4600 Puddledock Road,,Prince George,VA,23875,804-704-8655
352,352,BetterMed Broad St. near Willow Lawn,5215 W Broad Street,,Richmond,VA,23875,804-554-5688
353,353,Wentworth Demo,3423 Piedmont Rd NE,,Atlanta,GA,30305,Visits cannot be scheduled online right now.
354,354,Joliet - Larkin,800 Larkin Avenue,,Joliet,IL,60435,815-741-4300
355,355,Glendale Heights,335 E Army Trail Road,,Glendale Heights,IL,60139,630-735-1400
356,356,Plainfield North,13641 S Route 59,,Plainfield,IL,60544,815-556-2942
357,357,Oswego,2322 US Highway 34,,Oswego,IL,60543,630-383-7042
358,358,Frankfort,21035 Lagrange Road,,Frankfort,IL,60423,815-534-1026
359,359,Joliet - Houbolt,1360 Houbolt Road,,Joliet,IL,60431,815-823-8800
360,360,New Lenox,621 E Lincoln Highway,,New Lenox,IL,60451,815-907-5955
361,361,Bolingbrook,391 S Bolingbrook Drive,,Bolingbrook,IL,60440,630-226-1006
362,362,DEACTIVATED Multi Patient Demo Site,4429 Roswell Rd,,Atlanta,GA,30342,Visits cannot be scheduled online right now.
363,363,UCHealth Urgent Care - Powers,4323 Integrity Center Point,,Colorado Springs,CO,80917,719-591-2558
364,364,UCHealth Urgent Care - Voyager Parkway,13445 Voyager Parkway,,Colorado Springs,CO,80921,719-365-3220
365,365,AFC Urgent Care - Temple,3614 SW H K Dodgen Loop,,Temple,TX,76504,254-295-0117
366,366,Jefferson Park,5228 N Northwest Hwy,,Chicago,IL,60630,773-770-4707
367,367,DEACTIVATED Abilene - Catclaw,3802 Catclaw Dr.,,Abilene,TX,79606,Visits cannot be scheduled online right now.
368,368,DEACTIVATED Abilene - Hwy 351,1634 State Highway 351,,Abilene,TX,79601,Visits cannot be scheduled online right now.
369,369,DEACTIVATED 19th,8101 N. 19th Ave,,Phoenix,AZ,85021,Visits cannot be scheduled online right now.
370,370,DEACTIVATED 43rd,10240 North 43rd Avenue,,Glendale,AZ,85302,Visits cannot be scheduled online right now.
371,371,DEACTIVATED 59th,18589 N 59th Ave,,Glendale,AZ,85308,Visits cannot be scheduled online right now.
372,372,DEACTIVATED 98th,9745 W. Bell Road,,Sun City,AZ,85351,Visits cannot be scheduled online right now.
373,373,DEACTIVATED Arcadia,4730 E. Indian School Rd.,,Phoenix,AZ,85018,Visits cannot be scheduled online right now.
374,374,DEACTIVATED Curry,914 N Scottsdale Rd,,Tempe,AZ,85281,Visits cannot be scheduled online right now.
375,375,DEACTIVATED Dana Landing,3130 E. Baseline Rd,,Mesa,AZ,85204,Visits cannot be scheduled online right now.
376,376,DEACTIVATED Dobson,600 S Dobson Rd.,,Chandler,AZ,85224,Visits cannot be scheduled online right now.
377,377,DEACTIVATED Greenway,3229 E Greenway Rd,,Phoenix,AZ,85032,Visits cannot be scheduled online right now.
378,378,DEACTIVATED Lake Pleasant,20470 N Lake Pleasant Rd,,Peoria,AZ,85382,Visits cannot be scheduled online right now.
379,379,DEACTIVATED Mc59th,5920 W McDowell Rd,,Phoenix,AZ,85035,Visits cannot be scheduled online right now.
380,380,DEACTIVATED McDowell,13075 West McDowell Road,,Avondale,AZ,85392,Visits cannot be scheduled online right now.
381,381,DEACTIVATED McKellips,4401 E McKellips Rd,,Mesa,AZ,85215,Visits cannot be scheduled online right now.
382,382,DEACTIVATED North Mesa ,535 E. McKellips Rd.,,Mesa,AZ,85203,Visits cannot be scheduled online right now.
383,383,DEACTIVATED Northern,9494 W Northern Ave,,Glendale,AZ,85305,Visits cannot be scheduled online right now.
384,384,DEACTIVATED Power,1066 N Power Rd,,Mesa,AZ,85205,Visits cannot be scheduled online right now.
385,385,DEACTIVATED Prescott,2062 Willow Creek Rd.,,Prescott,AZ,86301,Visits cannot be scheduled online right now.
386,386,DEACTIVATED Prescott Valley,3051 North Windsong Dr.,,Prescott Valley,AZ,86314,Visits cannot be scheduled online right now.
387,387,DEACTIVATED Sedona,2530 W. State Route 89A,,Sedona,AZ,86336,Visits cannot be scheduled online right now.
388,388,DEACTIVATED Shea,7425 E Shea Blvd,,Scottsdale,AZ,85260,Visits cannot be scheduled online right now.
389,389,DEACTIVATED Southern,2080 W Southern Ave,,Apache Junction,AZ,85120,Visits cannot be scheduled online right now.
390,390,DEACTIVATED Surprise,14800 W. Mountain View Blvd.,,Surprise,AZ,85374,Visits cannot be scheduled online right now.
391,391,DEACTIVATED Tatum,20950 N Tatum Blvd,,Phoenix,AZ,85050,Visits cannot be scheduled online right now.
392,392,DEACTIVATED Thomas,1701 E Thomas Rd,,Phoenix,AZ,85016,Visits cannot be scheduled online right now.
393,393,DEACTIVATED Thunderbird,5410 W. Thunderbird Rd.,,,,,Visits cannot be scheduled online right now.
394,394,DEACTIVATED Verde Valley,450 S. Willard Street,,Cottonwood,AZ,86326,Visits cannot be scheduled online right now.
395,395,DEACTIVATED Overland Park,4800 W 135th St.,,Suite 190 Leawood,KS,66224,Visits cannot be scheduled online right now.
396,396,DEACTIVATED Lee's Summit,2741 NE McBaine Drive,,Lee's Summit,MO,64064,Visits cannot be scheduled online right now.
397,397,DEACTIVATED Ambassador,10015 N. Ambassador Dr.,,Kansas City,MO,64153,Visits cannot be scheduled online right now.
398,398,DEACTIVATED Liberty,1860 N. Church Rd.,,Liberty,MO,64068,Visits cannot be scheduled online right now.
399,399,DEACTIVATED Merriam,7450 W. Frontage Rd.,,Merriam,KS,66203,Visits cannot be scheduled online right now.
400,400,DEACTIVATED College Drive,4136 Laramie St,,Cheyenne,WY,82001,Visits cannot be scheduled online right now.
401,401,DEACTIVATED Hewitt,1201 Hewitt Dr. #203,,Waco,TX,76712,Visits cannot be scheduled online right now.
402,402,DEACTIVATED Lacy Lakeview,1135 N. Loop 340,,Waco,TX,76705,Visits cannot be scheduled online right now.
403,403,DEACTIVATED 1960,10906 FM 1960 West,,Houston,TX,77070,Visits cannot be scheduled online right now.
404,404,DEACTIVATED Cedar Park,351 Cypress Creek Rd.,,Cedar Park,TX,78613,Visits cannot be scheduled online right now.
405,405,DEACTIVATED Georgetown,900 N Austin Ave,,Georgetown,TX,78626,Visits cannot be scheduled online right now.
406,406,DEACTIVATED Kingwood,1331 Northpark Drive,,Kingwood,TX,77339,Visits cannot be scheduled online right now.
407,407,DEACTIVATED Marble Falls,1701 North US 281,,Marble Falls,TX,78654,Visits cannot be scheduled online right now.
408,408,DEACTIVATED Montgomery,15320 Highway 105 West,,Montgomery,TX,77356,Visits cannot be scheduled online right now.
409,409,DEACTIVATED Rayford,1104 Rayford Rd.,,Spring,TX,77386,Visits cannot be scheduled online right now.
410,410,DEACTIVATED Round Rock,1240 E Palm Valley Blvd,,Round Rock,TX,78664,Visits cannot be scheduled online right now.
411,411,DEACTIVATED William Cannon,6001 W William Cannon Dr,,Austin,TX,78749,Visits cannot be scheduled online right now.
412,412,DEACTIVATED 81st,10221 E. 81st St. South,,Tulsa,OK,74133,Visits cannot be scheduled online right now.
413,413,DEACTIVATED Bartlesville,2334 S.E Washington Blvd,,Bartlesville,OK,74006,Visits cannot be scheduled online right now.
414,414,DEACTIVATED Brookside,1217 E. 48th St.,,Tulsa,OK,74105,Visits cannot be scheduled online right now.
415,415,DEACTIVATED Claremore,1926 S Hwy 66,,Claremore,OK,74019,Visits cannot be scheduled online right now.
416,416,DEACTIVATED Garnett,2929 S. Garnett,,Tulsa,OK,74129,Visits cannot be scheduled online right now.
417,417,DEACTIVATED Riverside,9716 Riverside Parkway,,Tulsa,OK,74137,Visits cannot be scheduled online right now.
418,418,DEACTIVATED Stillwater,275 South Perkins Road,,Stillwater,OK,74074,Visits cannot be scheduled online right now.
419,419,DEACTIVATED Utica,1623 S. Utica,,Tulsa,OK,74104,Visits cannot be scheduled online right now.
420,420,DEACTIVATED 52nd,7380 W 52nd Ave Suite L,,Arvada,CO,80002,Visits cannot be scheduled online right now.
421,421,DEACTIVATED Broomfield,4590 W 121st Ave,,Broomfield,CO,80020,Visits cannot be scheduled online right now.
422,422,DEACTIVATED Golden,17121 S Golden Road,Suites C-150 ,Golden,CO,80401,Visits cannot be scheduled online right now.
423,423,DEACTIVATED Greeley,1011 39th Avenue,,Greeley,CO,80634,Visits cannot be scheduled online right now.
424,424,DEACTIVATED Hampden,18890 E Hampden Ave,,Aurora,CO,80013,Visits cannot be scheduled online right now.
425,425,DEACTIVATED Longmont,2144 N Main St,,Longmont,CO,80501,Visits cannot be scheduled online right now.
426,426,DEACTIVATED Piney Creek,16728 E. Smoky Hill Rd.,,Centennial,CO,80015,Visits cannot be scheduled online right now.
